Word,Language,Input,Expected Result,Result,Match
搑愗傟傞,Japanese,"(25617, 24855, 20639, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Dreieckgitter,German,"(68, 114, 101, 105, 101, 99, 107, 103, 105, 116, 116, 101, 114, 0, 0, 0, 0, 0, 0, 0)",4,4,True
pectin,English,"(112, 101, 99, 116, 105, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
chad,English,"(99, 104, 97, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Dortmunderinnen,German,"(68, 111, 114, 116, 109, 117, 110, 100, 101, 114, 105, 110, 110, 101, 110, 0, 0, 0, 0, 0)",4,4,True
Sperrmüllensembles,German,"(83, 112, 101, 114, 114, 109, 252, 108, 108, 101, 110, 115, 101, 109, 98, 108, 101, 115, 0, 0)",4,4,True
acquerras,French,"(97, 99, 113, 117, 101, 114, 114, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
rendirías,Spanish,"(114, 101, 110, 100, 105, 114, 237, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
craquearía,Spanish,"(99, 114, 97, 113, 117, 101, 97, 114, 237, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
repressivenesses,English,"(114, 101, 112, 114, 101, 115, 115, 105, 118, 101, 110, 101, 115, 115, 101, 115, 0, 0, 0, 0)",2,3,False
Denkmalssockels,German,"(68, 101, 110, 107, 109, 97, 108, 115, 115, 111, 99, 107, 101, 108, 115, 0, 0, 0, 0, 0)",4,4,True
portillo,Spanish,"(112, 111, 114, 116, 105, 108, 108, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
proscrirons,French,"(112, 114, 111, 115, 99, 114, 105, 114, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
repures,English,"(114, 101, 112, 117, 114, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
naissez,French,"(110, 97, 105, 115, 115, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
obstinâtes,French,"(111, 98, 115, 116, 105, 110, 226, 116, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
恄幮撪,Japanese,"(24644, 24174, 25770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
passifloraceous,English,"(112, 97, 115, 115, 105, 102, 108, 111, 114, 97, 99, 101, 111, 117, 115, 0, 0, 0, 0, 0)",2,2,True
偦傫側偵偼,Japanese,"(20582, 20651, 20596, 20597, 20604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
désistera,French,"(100, 233, 115, 105, 115, 116, 101, 114, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Kochstufen,German,"(75, 111, 99, 104, 115, 116, 117, 102, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Bilderbeständen,German,"(66, 105, 108, 100, 101, 114, 98, 101, 115, 116, 228, 110, 100, 101, 110, 0, 0, 0, 0, 0)",4,4,True
apretemos,Spanish,"(97, 112, 114, 101, 116, 101, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
嶌愴,Japanese,"(23948, 24884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
détordissions,French,"(100, 233, 116, 111, 114, 100, 105, 115, 115, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0)",3,3,True
untransmitted,English,"(117, 110, 116, 114, 97, 110, 115, 109, 105, 116, 116, 101, 100, 0, 0, 0, 0, 0, 0, 0)",2,2,True
庢傝彍偔,Japanese,"(24226, 20637, 24397, 20564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
彸擣偟偨,Japanese,"(24440, 25827, 20575, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
schmelzes,English,"(115, 99, 104, 109, 101, 108, 122, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,4,False
hypalgesia,English,"(104, 121, 112, 97, 108, 103, 101, 115, 105, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
transperçait,French,"(116, 114, 97, 110, 115, 112, 101, 114, 231, 97, 105, 116, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Bauzeitzinsen,German,"(66, 97, 117, 122, 101, 105, 116, 122, 105, 110, 115, 101, 110, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Einlesevorgangs,German,"(69, 105, 110, 108, 101, 115, 101, 118, 111, 114, 103, 97, 110, 103, 115, 0, 0, 0, 0, 0)",4,4,True
榑暥,Japanese,"(27025, 26277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
zigzaguearíais,Spanish,"(122, 105, 103, 122, 97, 103, 117, 101, 97, 114, 237, 97, 105, 115, 0, 0, 0, 0, 0, 0)",1,1,True
Landschweinen,German,"(76, 97, 110, 100, 115, 99, 104, 119, 101, 105, 110, 101, 110, 0, 0, 0, 0, 0, 0, 0)",4,4,True
旤枴偟偄,Japanese,"(26084, 26548, 20575, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
sprinting,English,"(115, 112, 114, 105, 110, 116, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
ensucias,Spanish,"(101, 110, 115, 117, 99, 105, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
makelloses,German,"(109, 97, 107, 101, 108, 108, 111, 115, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,2,False
bestars,English,"(98, 101, 115, 116, 97, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
suiveuse,French,"(115, 117, 105, 118, 101, 117, 115, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Sauerstoffgeräten,German,"(83, 97, 117, 101, 114, 115, 116, 111, 102, 102, 103, 101, 114, 228, 116, 101, 110, 0, 0, 0)",4,4,True
Wasserdampfteildruck,German,"(87, 97, 115, 115, 101, 114, 100, 97, 109, 112, 102, 116, 101, 105, 108, 100, 114, 117, 99, 107)",4,4,True
sculpture,French,"(115, 99, 117, 108, 112, 116, 117, 114, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
Verbreitungszentrums,German,"(86, 101, 114, 98, 114, 101, 105, 116, 117, 110, 103, 115, 122, 101, 110, 116, 114, 117, 109, 115)",4,4,True
empiètes,French,"(101, 109, 112, 105, 232, 116, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
canso,Spanish,"(99, 97, 110, 115, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
traumatizar,Spanish,"(116, 114, 97, 117, 109, 97, 116, 105, 122, 97, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
internaríais,Spanish,"(105, 110, 116, 101, 114, 110, 97, 114, 237, 97, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
ponctues,French,"(112, 111, 110, 99, 116, 117, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
婰偟偨,Japanese,"(23152, 20575, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
blague,French,"(98, 108, 97, 103, 117, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
isocrymal,English,"(105, 115, 111, 99, 114, 121, 109, 97, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
弌尰偟偨,Japanese,"(24332, 23600, 20575, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
mecanizar,Spanish,"(109, 101, 99, 97, 110, 105, 122, 97, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Handmuskeln,German,"(72, 97, 110, 100, 109, 117, 115, 107, 101, 108, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
carmesímente,Spanish,"(99, 97, 114, 109, 101, 115, 237, 109, 101, 110, 116, 101, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
douleur,French,"(100, 111, 117, 108, 101, 117, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
儌僲,Japanese,"(20748, 20722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
yen,French,"(121, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
Einkochtopf,German,"(69, 105, 110, 107, 111, 99, 104, 116, 111, 112, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
autoprogramadoras,Spanish,"(97, 117, 116, 111, 112, 114, 111, 103, 114, 97, 109, 97, 100, 111, 114, 97, 115, 0, 0, 0)",1,1,True
reincidiendo,Spanish,"(114, 101, 105, 110, 99, 105, 100, 105, 101, 110, 100, 111, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
抦椡,Japanese,"(25254, 26913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
mouvementons,French,"(109, 111, 117, 118, 101, 109, 101, 110, 116, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Automatikuhrwerk,German,"(65, 117, 116, 111, 109, 97, 116, 105, 107, 117, 104, 114, 119, 101, 114, 107, 0, 0, 0, 0)",4,4,True
agencement,French,"(97, 103, 101, 110, 99, 101, 109, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
搙乆,Japanese,"(25625, 20038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
azuela,Spanish,"(97, 122, 117, 101, 108, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
apretéis,Spanish,"(97, 112, 114, 101, 116, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
Probeabdruck,German,"(80, 114, 111, 98, 101, 97, 98, 100, 114, 117, 99, 107, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
jeûnasses,French,"(106, 101, 251, 110, 97, 115, 115, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
曽恓,Japanese,"(26365, 24659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
butterzartem,German,"(98, 117, 116, 116, 101, 114, 122, 97, 114, 116, 101, 109, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
brusquerions,French,"(98, 114, 117, 115, 113, 117, 101, 114, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
lambiest,English,"(108, 97, 109, 98, 105, 101, 115, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
庡挘偟偁偆,Japanese,"(24225, 25368, 20575, 20545, 20550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
trameling,English,"(116, 114, 97, 109, 101, 108, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
tintinean,Spanish,"(116, 105, 110, 116, 105, 110, 101, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
anfaule,German,"(97, 110, 102, 97, 117, 108, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,1,False
憖嶌偱偒傞,Japanese,"(24982, 23948, 20593, 20562, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
vegetarianamente,Spanish,"(118, 101, 103, 101, 116, 97, 114, 105, 97, 110, 97, 109, 101, 110, 116, 101, 0, 0, 0, 0)",1,1,True
墭傟偺柍偄,Japanese,"(22701, 20639, 20602, 26573, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
偁偨偐傕,Japanese,"(20545, 20584, 20560, 20629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
congloméré,French,"(99, 111, 110, 103, 108, 111, 109, 233, 114, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
empeoraréis,Spanish,"(101, 109, 112, 101, 111, 114, 97, 114, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
Ertragsüberschüssen,German,"(69, 114, 116, 114, 97, 103, 115, 252, 98, 101, 114, 115, 99, 104, 252, 115, 115, 101, 110, 0)",4,4,True
maigrissons,French,"(109, 97, 105, 103, 114, 105, 115, 115, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
pintaré,Spanish,"(112, 105, 110, 116, 97, 114, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
urgente,Spanish,"(117, 114, 103, 101, 110, 116, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
憶乆偟偔,Japanese,"(25014, 20038, 20575, 20564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
motivate,English,"(109, 111, 116, 105, 118, 97, 116, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Judoka,German,"(74, 117, 100, 111, 107, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
pells,English,"(112, 101, 108, 108, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
introspectively,English,"(105, 110, 116, 114, 111, 115, 112, 101, 99, 116, 105, 118, 101, 108, 121, 0, 0, 0, 0, 0)",2,2,True
supermax,English,"(115, 117, 112, 101, 114, 109, 97, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
Schnappschlösser,German,"(83, 99, 104, 110, 97, 112, 112, 115, 99, 104, 108, 246, 115, 115, 101, 114, 0, 0, 0, 0)",4,4,True
偄偐偵傕,Japanese,"(20548, 20560, 20597, 20629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
featherbeddings,English,"(102, 101, 97, 116, 104, 101, 114, 98, 101, 100, 100, 105, 110, 103, 115, 0, 0, 0, 0, 0)",2,2,True
偁傜傑偟,Japanese,"(20545, 20636, 20625, 20575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
umkommend,German,"(117, 109, 107, 111, 109, 109, 101, 110, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,2,False
declarative,English,"(100, 101, 99, 108, 97, 114, 97, 116, 105, 118, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
嫲傠偟偄,Japanese,"(23282, 20640, 20575, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
comprometedor,Spanish,"(99, 111, 109, 112, 114, 111, 109, 101, 116, 101, 100, 111, 114, 0, 0, 0, 0, 0, 0, 0)",1,4,False
ausbringende,German,"(97, 117, 115, 98, 114, 105, 110, 103, 101, 110, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
kanas,English,"(107, 97, 110, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
婥暘傛偔,Japanese,"(23141, 26264, 20635, 20564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
tailladeraient,French,"(116, 97, 105, 108, 108, 97, 100, 101, 114, 97, 105, 101, 110, 116, 0, 0, 0, 0, 0, 0)",3,1,False
Dreifachelektroden,German,"(68, 114, 101, 105, 102, 97, 99, 104, 101, 108, 101, 107, 116, 114, 111, 100, 101, 110, 0, 0)",4,4,True
敪揥偟偨,Japanese,"(25962, 25573, 20575, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
recordership,English,"(114, 101, 99, 111, 114, 100, 101, 114, 115, 104, 105, 112, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
偡傋,Japanese,"(20577, 20619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Imageberater,German,"(73, 109, 97, 103, 101, 98, 101, 114, 97, 116, 101, 114, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
偍偍傓偹,Japanese,"(20557, 20557, 20627, 20601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Revisors,German,"(82, 101, 118, 105, 115, 111, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,3,False
affermirez,French,"(97, 102, 102, 101, 114, 109, 105, 114, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
minimaux,French,"(109, 105, 110, 105, 109, 97, 117, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Hörmessgeräte,German,"(72, 246, 114, 109, 101, 115, 115, 103, 101, 114, 228, 116, 101, 0, 0, 0, 0, 0, 0, 0)",4,4,True
conformation,English,"(99, 111, 110, 102, 111, 114, 109, 97, 116, 105, 111, 110, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
Jobverwaltungen,German,"(74, 111, 98, 118, 101, 114, 119, 97, 108, 116, 117, 110, 103, 101, 110, 0, 0, 0, 0, 0)",4,4,True
forgivably,English,"(102, 111, 114, 103, 105, 118, 97, 98, 108, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
memorialisers,English,"(109, 101, 109, 111, 114, 105, 97, 108, 105, 115, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Erziehungssoziologie,German,"(69, 114, 122, 105, 101, 104, 117, 110, 103, 115, 115, 111, 122, 105, 111, 108, 111, 103, 105, 101)",4,4,True
Technikpark,German,"(84, 101, 99, 104, 110, 105, 107, 112, 97, 114, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
aspiréis,Spanish,"(97, 115, 112, 105, 114, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
Rennfahrerfilmchens,German,"(82, 101, 110, 110, 102, 97, 104, 114, 101, 114, 102, 105, 108, 109, 99, 104, 101, 110, 115, 0)",4,4,True
愳増偄,Japanese,"(24883, 22679, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Benutzerkonflikte,German,"(66, 101, 110, 117, 116, 122, 101, 114, 107, 111, 110, 102, 108, 105, 107, 116, 101, 0, 0, 0)",4,4,True
shellackers,English,"(115, 104, 101, 108, 108, 97, 99, 107, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
unisonally,English,"(117, 110, 105, 115, 111, 110, 97, 108, 108, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
corkir,English,"(99, 111, 114, 107, 105, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
寢峔,Japanese,"(23522, 23764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Grafikmappendeckeln,German,"(71, 114, 97, 102, 105, 107, 109, 97, 112, 112, 101, 110, 100, 101, 99, 107, 101, 108, 110, 0)",4,4,True
recetad,Spanish,"(114, 101, 99, 101, 116, 97, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
桪傟傞,Japanese,"(26730, 20639, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
blottis-toi,French,"(98, 108, 111, 116, 116, 105, 115, 45, 116, 111, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
偡偱偵,Japanese,"(20577, 20593, 20597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
elogiado,Spanish,"(101, 108, 111, 103, 105, 97, 100, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
dépeupleriez,French,"(100, 233, 112, 101, 117, 112, 108, 101, 114, 105, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Erbärztinnen,German,"(69, 114, 98, 228, 114, 122, 116, 105, 110, 110, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
gasconade,English,"(103, 97, 115, 99, 111, 110, 97, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,1,False
怓,Japanese,"(24595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
courrouçai,French,"(99, 111, 117, 114, 114, 111, 117, 231, 97, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
jellies,English,"(106, 101, 108, 108, 105, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
vannai,French,"(118, 97, 110, 110, 97, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
expiâmes,French,"(101, 120, 112, 105, 226, 109, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
forsaken,English,"(102, 111, 114, 115, 97, 107, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
sobraríamos,Spanish,"(115, 111, 98, 114, 97, 114, 237, 97, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
tanisas,French,"(116, 97, 110, 105, 115, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
aprovechara,Spanish,"(97, 112, 114, 111, 118, 101, 99, 104, 97, 114, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
arrosâtes,French,"(97, 114, 114, 111, 115, 226, 116, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Repetiertreppe,German,"(82, 101, 112, 101, 116, 105, 101, 114, 116, 114, 101, 112, 112, 101, 0, 0, 0, 0, 0, 0)",4,4,True
estilizasteis,Spanish,"(101, 115, 116, 105, 108, 105, 122, 97, 115, 116, 101, 105, 115, 0, 0, 0, 0, 0, 0, 0)",1,3,False
apuntalabas,Spanish,"(97, 112, 117, 110, 116, 97, 108, 97, 98, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
惍慠偲,Japanese,"(24781, 24928, 20594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
姶偠傜傟傞,Japanese,"(23030, 20576, 20636, 20639, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
cyberterrorisms,English,"(99, 121, 98, 101, 114, 116, 101, 114, 114, 111, 114, 105, 115, 109, 115, 0, 0, 0, 0, 0)",2,2,True
chamisal,English,"(99, 104, 97, 109, 105, 115, 97, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
zeitweilige,German,"(122, 101, 105, 116, 119, 101, 105, 108, 105, 103, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Gesangsbeitrags,German,"(71, 101, 115, 97, 110, 103, 115, 98, 101, 105, 116, 114, 97, 103, 115, 0, 0, 0, 0, 0)",4,4,True
偆偭偲偆偟偔偰,Japanese,"(20550, 20589, 20594, 20550, 20575, 20564, 20592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
souillâtes,French,"(115, 111, 117, 105, 108, 108, 226, 116, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
dépariai,French,"(100, 233, 112, 97, 114, 105, 97, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Ohrblock,German,"(79, 104, 114, 98, 108, 111, 99, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,2,False
Thaïlandes,French,"(84, 104, 97, 239, 108, 97, 110, 100, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,4,False
courtiseront,French,"(99, 111, 117, 114, 116, 105, 115, 101, 114, 111, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
correría,Spanish,"(99, 111, 114, 114, 101, 114, 237, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
répartira,French,"(114, 233, 112, 97, 114, 116, 105, 114, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
gritarás,Spanish,"(103, 114, 105, 116, 97, 114, 225, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Gruppenrahmen,German,"(71, 114, 117, 112, 112, 101, 110, 114, 97, 104, 109, 101, 110, 0, 0, 0, 0, 0, 0, 0)",4,4,True
stéréotyperez,French,"(115, 116, 233, 114, 233, 111, 116, 121, 112, 101, 114, 101, 122, 0, 0, 0, 0, 0, 0, 0)",3,3,True
regluing,English,"(114, 101, 103, 108, 117, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
serenader,English,"(115, 101, 114, 101, 110, 97, 100, 101, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
decálogos,Spanish,"(100, 101, 99, 225, 108, 111, 103, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Photovoltaikmodule,German,"(80, 104, 111, 116, 111, 118, 111, 108, 116, 97, 105, 107, 109, 111, 100, 117, 108, 101, 0, 0)",4,4,True
besogneuse,French,"(98, 101, 115, 111, 103, 110, 101, 117, 115, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
dispunged,English,"(100, 105, 115, 112, 117, 110, 103, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
