Word,Language,Len,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
canailles,3,9,99,97,110,97,105,108,108,101,115,0,0,0,0,0,0,0,0,0,0,0
abasourdissement,3,16,97,98,97,115,111,117,114,100,105,115,115,101,109,101,110,116,0,0,0,0
moutonnasse,3,11,109,111,117,116,111,110,110,97,115,115,101,0,0,0,0,0,0,0,0,0
déféquerait,3,11,100,233,102,233,113,117,101,114,97,105,116,0,0,0,0,0,0,0,0,0
couineraient,3,12,99,111,117,105,110,101,114,97,105,101,110,116,0,0,0,0,0,0,0,0
glane,3,5,103,108,97,110,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
récupérons,3,10,114,233,99,117,112,233,114,111,110,115,0,0,0,0,0,0,0,0,0,0
germanisassions,3,15,103,101,114,109,97,110,105,115,97,115,115,105,111,110,115,0,0,0,0,0
carrassions,3,11,99,97,114,114,97,115,115,105,111,110,115,0,0,0,0,0,0,0,0,0
catégorisassent,3,15,99,97,116,233,103,111,114,105,115,97,115,115,101,110,116,0,0,0,0,0
Ajax,3,4,65,106,97,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camoufla,3,8,99,97,109,111,117,102,108,97,0,0,0,0,0,0,0,0,0,0,0,0
double-clic,3,11,100,111,117,98,108,101,45,99,108,105,99,0,0,0,0,0,0,0,0,0
meringuer,3,9,109,101,114,105,110,103,117,101,114,0,0,0,0,0,0,0,0,0,0,0
regretterons,3,12,114,101,103,114,101,116,116,101,114,111,110,115,0,0,0,0,0,0,0,0
empluma,3,7,101,109,112,108,117,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0
varices,3,7,118,97,114,105,99,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
excursionnes,3,12,101,120,99,117,114,115,105,111,110,110,101,115,0,0,0,0,0,0,0,0
Philippine,3,10,80,104,105,108,105,112,112,105,110,101,0,0,0,0,0,0,0,0,0,0
régressai,3,9,114,233,103,114,101,115,115,97,105,0,0,0,0,0,0,0,0,0,0,0
divins,3,6,100,105,118,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agaceront,3,9,97,103,97,99,101,114,111,110,116,0,0,0,0,0,0,0,0,0,0,0
inondons,3,8,105,110,111,110,100,111,110,115,0,0,0,0,0,0,0,0,0,0,0,0
vitupérassiez,3,13,118,105,116,117,112,233,114,97,115,115,105,101,122,0,0,0,0,0,0,0
arrêtant,3,8,97,114,114,234,116,97,110,116,0,0,0,0,0,0,0,0,0,0,0,0
dégageraient,3,12,100,233,103,97,103,101,114,97,105,101,110,116,0,0,0,0,0,0,0,0
curerions,3,9,99,117,114,101,114,105,111,110,115,0,0,0,0,0,0,0,0,0,0,0
sédentarisions,3,14,115,233,100,101,110,116,97,114,105,115,105,111,110,115,0,0,0,0,0,0
broient,3,7,98,114,111,105,101,110,116,0,0,0,0,0,0,0,0,0,0,0,0,0
ressassai,3,9,114,101,115,115,97,115,115,97,105,0,0,0,0,0,0,0,0,0,0,0
antidatai,3,9,97,110,116,105,100,97,116,97,105,0,0,0,0,0,0,0,0,0,0,0
mitèrent,3,8,109,105,116,232,114,101,110,116,0,0,0,0,0,0,0,0,0,0,0,0
léguerons,3,9,108,233,103,117,101,114,111,110,115,0,0,0,0,0,0,0,0,0,0,0
ambitionnons,3,12,97,109,98,105,116,105,111,110,110,111,110,115,0,0,0,0,0,0,0,0
cariât,3,6,99,97,114,105,226,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attisâmes,3,9,97,116,116,105,115,226,109,101,115,0,0,0,0,0,0,0,0,0,0,0
abusait,3,7,97,98,117,115,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0,0
réglementions,3,13,114,233,103,108,101,109,101,110,116,105,111,110,115,0,0,0,0,0,0,0
respirant,3,9,114,101,115,112,105,114,97,110,116,0,0,0,0,0,0,0,0,0,0,0
satisfaisant,3,12,115,97,116,105,115,102,97,105,115,97,110,116,0,0,0,0,0,0,0,0
apostasiiez,3,11,97,112,111,115,116,97,115,105,105,101,122,0,0,0,0,0,0,0,0,0
habituerions,3,12,104,97,98,105,116,117,101,114,105,111,110,115,0,0,0,0,0,0,0,0
picotèrent,3,10,112,105,99,111,116,232,114,101,110,116,0,0,0,0,0,0,0,0,0,0
blasonneriez,3,12,98,108,97,115,111,110,110,101,114,105,101,122,0,0,0,0,0,0,0,0
transcrivaient,3,14,116,114,97,110,115,99,114,105,118,97,105,101,110,116,0,0,0,0,0,0
symphonique,3,11,115,121,109,112,104,111,110,105,113,117,101,0,0,0,0,0,0,0,0,0
amadouas,3,8,97,109,97,100,111,117,97,115,0,0,0,0,0,0,0,0,0,0,0,0
décongestionnassiez,3,19,100,233,99,111,110,103,101,115,116,105,111,110,110,97,115,115,105,101,122,0
brodait,3,7,98,114,111,100,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0,0
miniaturisais,3,13,109,105,110,105,97,116,117,114,105,115,97,105,115,0,0,0,0,0,0,0
récupères,3,9,114,233,99,117,112,232,114,101,115,0,0,0,0,0,0,0,0,0,0,0
giflerait,3,9,103,105,102,108,101,114,97,105,116,0,0,0,0,0,0,0,0,0,0,0
tiquaient,3,9,116,105,113,117,97,105,101,110,116,0,0,0,0,0,0,0,0,0,0,0
bafouait,3,8,98,97,102,111,117,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0
caoutchoucs,3,11,99,97,111,117,116,99,104,111,117,99,115,0,0,0,0,0,0,0,0,0
bombarda,3,8,98,111,109,98,97,114,100,97,0,0,0,0,0,0,0,0,0,0,0,0
amaigrit,3,8,97,109,97,105,103,114,105,116,0,0,0,0,0,0,0,0,0,0,0,0
tyrannises,3,10,116,121,114,97,110,110,105,115,101,115,0,0,0,0,0,0,0,0,0,0
empêtrer,3,8,101,109,112,234,116,114,101,114,0,0,0,0,0,0,0,0,0,0,0,0
démocratisâtes,3,14,100,233,109,111,99,114,97,116,105,115,226,116,101,115,0,0,0,0,0,0
vêtirais,3,8,118,234,116,105,114,97,105,115,0,0,0,0,0,0,0,0,0,0,0,0
récriminez,3,10,114,233,99,114,105,109,105,110,101,122,0,0,0,0,0,0,0,0,0,0
déracinons,3,10,100,233,114,97,99,105,110,111,110,115,0,0,0,0,0,0,0,0,0,0
régala,3,6,114,233,103,97,108,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guerroierons,3,12,103,117,101,114,114,111,105,101,114,111,110,115,0,0,0,0,0,0,0,0
miroiter,3,8,109,105,114,111,105,116,101,114,0,0,0,0,0,0,0,0,0,0,0,0
confinant,3,9,99,111,110,102,105,110,97,110,116,0,0,0,0,0,0,0,0,0,0,0
Husseins,3,8,72,117,115,115,101,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0
recelais,3,8,114,101,99,101,108,97,105,115,0,0,0,0,0,0,0,0,0,0,0,0
sympathisais,3,12,115,121,109,112,97,116,104,105,115,97,105,115,0,0,0,0,0,0,0,0
enregistriez,3,12,101,110,114,101,103,105,115,116,114,105,101,122,0,0,0,0,0,0,0,0
cicatrisassiez,3,14,99,105,99,97,116,114,105,115,97,115,115,105,101,122,0,0,0,0,0,0
branchassions,3,13,98,114,97,110,99,104,97,115,115,105,111,110,115,0,0,0,0,0,0,0
désemparément,3,13,100,233,115,101,109,112,97,114,233,109,101,110,116,0,0,0,0,0,0,0
Ferraris,3,8,70,101,114,114,97,114,105,115,0,0,0,0,0,0,0,0,0,0,0,0
chavirassions,3,13,99,104,97,118,105,114,97,115,115,105,111,110,115,0,0,0,0,0,0,0
clarifierais,3,12,99,108,97,114,105,102,105,101,114,97,105,115,0,0,0,0,0,0,0,0
remarchassent,3,13,114,101,109,97,114,99,104,97,115,115,101,110,116,0,0,0,0,0,0,0
aimantassiez,3,12,97,105,109,97,110,116,97,115,115,105,101,122,0,0,0,0,0,0,0,0
submerger,3,9,115,117,98,109,101,114,103,101,114,0,0,0,0,0,0,0,0,0,0,0
minières,3,8,109,105,110,105,232,114,101,115,0,0,0,0,0,0,0,0,0,0,0,0
objectez,3,8,111,98,106,101,99,116,101,122,0,0,0,0,0,0,0,0,0,0,0,0
roterions,3,9,114,111,116,101,114,105,111,110,115,0,0,0,0,0,0,0,0,0,0,0
propagerait,3,11,112,114,111,112,97,103,101,114,97,105,116,0,0,0,0,0,0,0,0,0
facétieuse,3,10,102,97,99,233,116,105,101,117,115,101,0,0,0,0,0,0,0,0,0,0
rassemblasses,3,13,114,97,115,115,101,109,98,108,97,115,115,101,115,0,0,0,0,0,0,0
thermales,3,9,116,104,101,114,109,97,108,101,115,0,0,0,0,0,0,0,0,0,0,0
attestèrent,3,11,97,116,116,101,115,116,232,114,101,110,116,0,0,0,0,0,0,0,0,0
affaire-toi,3,11,97,102,102,97,105,114,101,45,116,111,105,0,0,0,0,0,0,0,0,0
revaccina,3,9,114,101,118,97,99,99,105,110,97,0,0,0,0,0,0,0,0,0,0,0
radieuses,3,9,114,97,100,105,101,117,115,101,115,0,0,0,0,0,0,0,0,0,0,0
chargeables,3,11,99,104,97,114,103,101,97,98,108,101,115,0,0,0,0,0,0,0,0,0
cyclotron,3,9,99,121,99,108,111,116,114,111,110,0,0,0,0,0,0,0,0,0,0,0
végétarismes,3,12,118,233,103,233,116,97,114,105,115,109,101,115,0,0,0,0,0,0,0,0
radiodiffusai,3,13,114,97,100,105,111,100,105,102,102,117,115,97,105,0,0,0,0,0,0,0
ébouillantages,3,14,233,98,111,117,105,108,108,97,110,116,97,103,101,115,0,0,0,0,0,0
modèleront,3,10,109,111,100,232,108,101,114,111,110,116,0,0,0,0,0,0,0,0,0,0
grignotèrent,3,12,103,114,105,103,110,111,116,232,114,101,110,116,0,0,0,0,0,0,0,0
hydrofugé,3,9,104,121,100,114,111,102,117,103,233,0,0,0,0,0,0,0,0,0,0,0
déferlassiez,3,12,100,233,102,101,114,108,97,115,115,105,101,122,0,0,0,0,0,0,0,0
singularisent,3,13,115,105,110,103,117,108,97,114,105,115,101,110,116,0,0,0,0,0,0,0
étiolements,3,11,233,116,105,111,108,101,109,101,110,116,115,0,0,0,0,0,0,0,0,0
balinais,3,8,98,97,108,105,110,97,105,115,0,0,0,0,0,0,0,0,0,0,0,0
décomprimions,3,13,100,233,99,111,109,112,114,105,109,105,111,110,115,0,0,0,0,0,0,0
méchiez,3,7,109,233,99,104,105,101,122,0,0,0,0,0,0,0,0,0,0,0,0,0
poisseraient,3,12,112,111,105,115,115,101,114,97,105,101,110,116,0,0,0,0,0,0,0,0
dénotait,3,8,100,233,110,111,116,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0
pilonnerions,3,12,112,105,108,111,110,110,101,114,105,111,110,115,0,0,0,0,0,0,0,0
culbutaient,3,11,99,117,108,98,117,116,97,105,101,110,116,0,0,0,0,0,0,0,0,0
cinglante,3,9,99,105,110,103,108,97,110,116,101,0,0,0,0,0,0,0,0,0,0,0
nécessitâmes,3,12,110,233,99,101,115,115,105,116,226,109,101,115,0,0,0,0,0,0,0,0
apurerions,3,10,97,112,117,114,101,114,105,111,110,115,0,0,0,0,0,0,0,0,0,0
circonvînmes,3,12,99,105,114,99,111,110,118,238,110,109,101,115,0,0,0,0,0,0,0,0
essaimant,3,9,101,115,115,97,105,109,97,110,116,0,0,0,0,0,0,0,0,0,0,0
prélavâmes,3,10,112,114,233,108,97,118,226,109,101,115,0,0,0,0,0,0,0,0,0,0
désabusât,3,9,100,233,115,97,98,117,115,226,116,0,0,0,0,0,0,0,0,0,0,0
freine,3,6,102,114,101,105,110,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sabotant,3,8,115,97,98,111,116,97,110,116,0,0,0,0,0,0,0,0,0,0,0,0
nauséabondes,3,12,110,97,117,115,233,97,98,111,110,100,101,115,0,0,0,0,0,0,0,0
pralinant,3,9,112,114,97,108,105,110,97,110,116,0,0,0,0,0,0,0,0,0,0,0
éduquait,3,8,233,100,117,113,117,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0
postula,3,7,112,111,115,116,117,108,97,0,0,0,0,0,0,0,0,0,0,0,0,0
perplexe,3,8,112,101,114,112,108,101,120,101,0,0,0,0,0,0,0,0,0,0,0,0
réadaptât,3,9,114,233,97,100,97,112,116,226,116,0,0,0,0,0,0,0,0,0,0,0
croisement,3,10,99,114,111,105,115,101,109,101,110,116,0,0,0,0,0,0,0,0,0,0
disponible,3,10,100,105,115,112,111,110,105,98,108,101,0,0,0,0,0,0,0,0,0,0
KGB,3,3,75,71,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
déficellerai,3,12,100,233,102,105,99,101,108,108,101,114,97,105,0,0,0,0,0,0,0,0
périurbaines,3,12,112,233,114,105,117,114,98,97,105,110,101,115,0,0,0,0,0,0,0,0
ennuyeusement,3,13,101,110,110,117,121,101,117,115,101,109,101,110,116,0,0,0,0,0,0,0
découperions,3,12,100,233,99,111,117,112,101,114,105,111,110,115,0,0,0,0,0,0,0,0
désengagiez,3,11,100,233,115,101,110,103,97,103,105,101,122,0,0,0,0,0,0,0,0,0
ressembleriez,3,13,114,101,115,115,101,109,98,108,101,114,105,101,122,0,0,0,0,0,0,0
admonesta,3,9,97,100,109,111,110,101,115,116,97,0,0,0,0,0,0,0,0,0,0,0
exclamatif,3,10,101,120,99,108,97,109,97,116,105,102,0,0,0,0,0,0,0,0,0,0
mûlatresses,3,11,109,251,108,97,116,114,101,115,115,101,115,0,0,0,0,0,0,0,0,0
centralisé,3,10,99,101,110,116,114,97,108,105,115,233,0,0,0,0,0,0,0,0,0,0
coaxiales,3,9,99,111,97,120,105,97,108,101,115,0,0,0,0,0,0,0,0,0,0,0
blatéré,3,7,98,108,97,116,233,114,233,0,0,0,0,0,0,0,0,0,0,0,0,0
atténuantes,3,11,97,116,116,233,110,117,97,110,116,101,115,0,0,0,0,0,0,0,0,0
paranoïaque,3,11,112,97,114,97,110,111,239,97,113,117,101,0,0,0,0,0,0,0,0,0
tablerions,3,10,116,97,98,108,101,114,105,111,110,115,0,0,0,0,0,0,0,0,0,0
débandades,3,10,100,233,98,97,110,100,97,100,101,115,0,0,0,0,0,0,0,0,0,0
enfourcherais,3,13,101,110,102,111,117,114,99,104,101,114,97,105,115,0,0,0,0,0,0,0
posés,3,5,112,111,115,233,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tachymètre,3,10,116,97,99,104,121,109,232,116,114,101,0,0,0,0,0,0,0,0,0,0
croquerai,3,9,99,114,111,113,117,101,114,97,105,0,0,0,0,0,0,0,0,0,0,0
brida,3,5,98,114,105,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remesurons,3,10,114,101,109,101,115,117,114,111,110,115,0,0,0,0,0,0,0,0,0,0
déboisas,3,8,100,233,98,111,105,115,97,115,0,0,0,0,0,0,0,0,0,0,0,0
lacère,3,6,108,97,99,232,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
réescomptions,3,13,114,233,101,115,99,111,109,112,116,105,111,110,115,0,0,0,0,0,0,0
caractérisassiez,3,16,99,97,114,97,99,116,233,114,105,115,97,115,115,105,101,122,0,0,0,0
concurrente,3,11,99,111,110,99,117,114,114,101,110,116,101,0,0,0,0,0,0,0,0,0
apparat,3,7,97,112,112,97,114,97,116,0,0,0,0,0,0,0,0,0,0,0,0,0
compatirait,3,11,99,111,109,112,97,116,105,114,97,105,116,0,0,0,0,0,0,0,0,0
adjurât,3,7,97,100,106,117,114,226,116,0,0,0,0,0,0,0,0,0,0,0,0,0
laïciserez,3,10,108,97,239,99,105,115,101,114,101,122,0,0,0,0,0,0,0,0,0,0
opprimerai,3,10,111,112,112,114,105,109,101,114,97,105,0,0,0,0,0,0,0,0,0,0
justement,3,9,106,117,115,116,101,109,101,110,116,0,0,0,0,0,0,0,0,0,0,0
restreignait,3,12,114,101,115,116,114,101,105,103,110,97,105,116,0,0,0,0,0,0,0,0
caresserais,3,11,99,97,114,101,115,115,101,114,97,105,115,0,0,0,0,0,0,0,0,0
Seines,3,6,83,101,105,110,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissipât,3,8,100,105,115,115,105,112,226,116,0,0,0,0,0,0,0,0,0,0,0,0
démodulerais,3,12,100,233,109,111,100,117,108,101,114,97,105,115,0,0,0,0,0,0,0,0
multiplia,3,9,109,117,108,116,105,112,108,105,97,0,0,0,0,0,0,0,0,0,0,0
flippant,3,8,102,108,105,112,112,97,110,116,0,0,0,0,0,0,0,0,0,0,0,0
favorisait,3,10,102,97,118,111,114,105,115,97,105,116,0,0,0,0,0,0,0,0,0,0
couards,3,7,99,111,117,97,114,100,115,0,0,0,0,0,0,0,0,0,0,0,0,0
rabiboche,3,9,114,97,98,105,98,111,99,104,101,0,0,0,0,0,0,0,0,0,0,0
équilibrais,3,11,233,113,117,105,108,105,98,114,97,105,115,0,0,0,0,0,0,0,0,0
bénéficions,3,11,98,233,110,233,102,105,99,105,111,110,115,0,0,0,0,0,0,0,0,0
acidifiassiez,3,13,97,99,105,100,105,102,105,97,115,115,105,101,122,0,0,0,0,0,0,0
discrédita,3,10,100,105,115,99,114,233,100,105,116,97,0,0,0,0,0,0,0,0,0,0
extrapolez,3,10,101,120,116,114,97,112,111,108,101,122,0,0,0,0,0,0,0,0,0,0
alphabets,3,9,97,108,112,104,97,98,101,116,115,0,0,0,0,0,0,0,0,0,0,0
fraisons,3,8,102,114,97,105,115,111,110,115,0,0,0,0,0,0,0,0,0,0,0,0
serpentas,3,9,115,101,114,112,101,110,116,97,115,0,0,0,0,0,0,0,0,0,0,0
gigelots,3,8,103,105,103,101,108,111,116,115,0,0,0,0,0,0,0,0,0,0,0,0
années-lumière,3,14,97,110,110,233,101,115,45,108,117,109,105,232,114,101,0,0,0,0,0,0
plumèrent,3,9,112,108,117,109,232,114,101,110,116,0,0,0,0,0,0,0,0,0,0,0
show-business,3,13,115,104,111,119,45,98,117,115,105,110,101,115,115,0,0,0,0,0,0,0
éludas,3,6,233,108,117,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gouttera,3,8,103,111,117,116,116,101,114,97,0,0,0,0,0,0,0,0,0,0,0,0
consignerons,3,12,99,111,110,115,105,103,110,101,114,111,110,115,0,0,0,0,0,0,0,0
privilégieriez,3,14,112,114,105,118,105,108,233,103,105,101,114,105,101,122,0,0,0,0,0,0
endiablées,3,10,101,110,100,105,97,98,108,233,101,115,0,0,0,0,0,0,0,0,0,0
exportateur,3,11,101,120,112,111,114,116,97,116,101,117,114,0,0,0,0,0,0,0,0,0
macèrent,3,8,109,97,99,232,114,101,110,116,0,0,0,0,0,0,0,0,0,0,0,0
carapatèrent,3,12,99,97,114,97,112,97,116,232,114,101,110,116,0,0,0,0,0,0,0,0
enchère,3,7,101,110,99,104,232,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0
carapatassent,3,13,99,97,114,97,112,97,116,97,115,115,101,110,116,0,0,0,0,0,0,0
dictature,3,9,100,105,99,116,97,116,117,114,101,0,0,0,0,0,0,0,0,0,0,0
démanchasse,3,11,100,233,109,97,110,99,104,97,115,115,101,0,0,0,0,0,0,0,0,0
soniques,3,8,115,111,110,105,113,117,101,115,0,0,0,0,0,0,0,0,0,0,0,0
fripaient,3,9,102,114,105,112,97,105,101,110,116,0,0,0,0,0,0,0,0,0,0,0
subventionné,3,12,115,117,98,118,101,110,116,105,111,110,110,233,0,0,0,0,0,0,0,0
recueilli,3,9,114,101,99,117,101,105,108,108,105,0,0,0,0,0,0,0,0,0,0,0
frisasses,3,9,102,114,105,115,97,115,115,101,115,0,0,0,0,0,0,0,0,0,0,0
ré-équipassions,3,15,114,233,45,233,113,117,105,112,97,115,115,105,111,110,115,0,0,0,0,0
pistiez,3,7,112,105,115,116,105,101,122,0,0,0,0,0,0,0,0,0,0,0,0,0
respects,3,8,114,101,115,112,101,99,116,115,0,0,0,0,0,0,0,0,0,0,0,0
allaiterions,3,12,97,108,108,97,105,116,101,114,105,111,110,115,0,0,0,0,0,0,0,0
existeriez,3,10,101,120,105,115,116,101,114,105,101,122,0,0,0,0,0,0,0,0,0,0
ingurgitait,3,11,105,110,103,117,114,103,105,116,97,105,116,0,0,0,0,0,0,0,0,0
agaçait,3,7,97,103,97,231,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0,0
fouissait,3,9,102,111,117,105,115,115,97,105,116,0,0,0,0,0,0,0,0,0,0,0
abrogé,3,6,97,98,114,111,103,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calquassiez,3,11,99,97,108,113,117,97,115,115,105,101,122,0,0,0,0,0,0,0,0,0
désolantes,3,10,100,233,115,111,108,97,110,116,101,115,0,0,0,0,0,0,0,0,0,0
raserons,3,8,114,97,115,101,114,111,110,115,0,0,0,0,0,0,0,0,0,0,0,0
déménageassent,3,14,100,233,109,233,110,97,103,101,97,115,115,101,110,116,0,0,0,0,0,0
insensibilisassiez,3,18,105,110,115,101,110,115,105,98,105,108,105,115,97,115,115,105,101,122,0,0
conjecturera,3,12,99,111,110,106,101,99,116,117,114,101,114,97,0,0,0,0,0,0,0,0
hypnotisasses,3,13,104,121,112,110,111,116,105,115,97,115,115,101,115,0,0,0,0,0,0,0
éreinterai,3,10,233,114,101,105,110,116,101,114,97,105,0,0,0,0,0,0,0,0,0,0
alarmiste,3,9,97,108,97,114,109,105,115,116,101,0,0,0,0,0,0,0,0,0,0,0
flairât,3,7,102,108,97,105,114,226,116,0,0,0,0,0,0,0,0,0,0,0,0,0
agrémentas,3,10,97,103,114,233,109,101,110,116,97,115,0,0,0,0,0,0,0,0,0,0
affectât,3,8,97,102,102,101,99,116,226,116,0,0,0,0,0,0,0,0,0,0,0,0
rétracterais,3,12,114,233,116,114,97,99,116,101,114,97,105,115,0,0,0,0,0,0,0,0
tronquons,3,9,116,114,111,110,113,117,111,110,115,0,0,0,0,0,0,0,0,0,0,0
bombarderait,3,12,98,111,109,98,97,114,100,101,114,97,105,116,0,0,0,0,0,0,0,0
réutilises,3,10,114,233,117,116,105,108,105,115,101,115,0,0,0,0,0,0,0,0,0,0
teinturiers,3,11,116,101,105,110,116,117,114,105,101,114,115,0,0,0,0,0,0,0,0,0
filtrons,3,8,102,105,108,116,114,111,110,115,0,0,0,0,0,0,0,0,0,0,0,0
déporte,3,7,100,233,112,111,114,116,101,0,0,0,0,0,0,0,0,0,0,0,0,0
grelottais,3,10,103,114,101,108,111,116,116,97,105,115,0,0,0,0,0,0,0,0,0,0
certifieras,3,11,99,101,114,116,105,102,105,101,114,97,115,0,0,0,0,0,0,0,0,0
interaméricaines,3,16,105,110,116,101,114,97,109,233,114,105,99,97,105,110,101,115,0,0,0,0
ventriculaire,3,13,118,101,110,116,114,105,99,117,108,97,105,114,101,0,0,0,0,0,0,0
épouvantent,3,11,233,112,111,117,118,97,110,116,101,110,116,0,0,0,0,0,0,0,0,0
enchérisseur,3,12,101,110,99,104,233,114,105,115,115,101,117,114,0,0,0,0,0,0,0,0
décantages,3,10,100,233,99,97,110,116,97,103,101,115,0,0,0,0,0,0,0,0,0,0
désorienteront,3,14,100,233,115,111,114,105,101,110,116,101,114,111,110,116,0,0,0,0,0,0
défoulassent,3,12,100,233,102,111,117,108,97,115,115,101,110,116,0,0,0,0,0,0,0,0
inespérés,3,9,105,110,101,115,112,233,114,233,115,0,0,0,0,0,0,0,0,0,0,0
improvisé,3,9,105,109,112,114,111,118,105,115,233,0,0,0,0,0,0,0,0,0,0,0
deviendras,3,10,100,101,118,105,101,110,100,114,97,115,0,0,0,0,0,0,0,0,0,0
marchandages,3,12,109,97,114,99,104,97,110,100,97,103,101,115,0,0,0,0,0,0,0,0
décommanderont,3,14,100,233,99,111,109,109,97,110,100,101,114,111,110,116,0,0,0,0,0,0
totalisateur,3,12,116,111,116,97,108,105,115,97,116,101,117,114,0,0,0,0,0,0,0,0
tartelettes,3,11,116,97,114,116,101,108,101,116,116,101,115,0,0,0,0,0,0,0,0,0
barbouilla,3,10,98,97,114,98,111,117,105,108,108,97,0,0,0,0,0,0,0,0,0,0
qualifiera,3,10,113,117,97,108,105,102,105,101,114,97,0,0,0,0,0,0,0,0,0,0
élidâmes,3,8,233,108,105,100,226,109,101,115,0,0,0,0,0,0,0,0,0,0,0,0
néogothiquee,3,12,110,233,111,103,111,116,104,105,113,117,101,101,0,0,0,0,0,0,0,0
députerais,3,10,100,233,112,117,116,101,114,97,105,115,0,0,0,0,0,0,0,0,0,0
épreignent,3,10,233,112,114,101,105,103,110,101,110,116,0,0,0,0,0,0,0,0,0,0
programmassions,3,15,112,114,111,103,114,97,109,109,97,115,115,105,111,110,115,0,0,0,0,0
barbé,3,5,98,97,114,98,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pornographique,3,14,112,111,114,110,111,103,114,97,112,104,105,113,117,101,0,0,0,0,0,0
dépolarisez,3,11,100,233,112,111,108,97,114,105,115,101,122,0,0,0,0,0,0,0,0,0
aveulissiez,3,11,97,118,101,117,108,105,115,115,105,101,122,0,0,0,0,0,0,0,0,0
exclamasses,3,11,101,120,99,108,97,109,97,115,115,101,115,0,0,0,0,0,0,0,0,0
incurvasses,3,11,105,110,99,117,114,118,97,115,115,101,115,0,0,0,0,0,0,0,0,0
roupilla,3,8,114,111,117,112,105,108,108,97,0,0,0,0,0,0,0,0,0,0,0,0
décédât,3,7,100,233,99,233,100,226,116,0,0,0,0,0,0,0,0,0,0,0,0,0
vulgariserions,3,14,118,117,108,103,97,114,105,115,101,114,105,111,110,115,0,0,0,0,0,0
extirperiez,3,11,101,120,116,105,114,112,101,114,105,101,122,0,0,0,0,0,0,0,0,0
définis,3,7,100,233,102,105,110,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
t'affolasses,3,12,116,39,97,102,102,111,108,97,115,115,101,115,0,0,0,0,0,0,0,0
assourdissants,3,14,97,115,115,111,117,114,100,105,115,115,97,110,116,115,0,0,0,0,0,0
macérerai,3,9,109,97,99,233,114,101,114,97,105,0,0,0,0,0,0,0,0,0,0,0
droguait,3,8,100,114,111,103,117,97,105,116,0,0,0,0,0,0,0,0,0,0,0,0
anthologies,3,11,97,110,116,104,111,108,111,103,105,101,115,0,0,0,0,0,0,0,0,0
extermineront,3,13,101,120,116,101,114,109,105,110,101,114,111,110,116,0,0,0,0,0,0,0
veillais,3,8,118,101,105,108,108,97,105,115,0,0,0,0,0,0,0,0,0,0,0,0
concrétisé,3,10,99,111,110,99,114,233,116,105,115,233,0,0,0,0,0,0,0,0,0,0
actionnassent,3,13,97,99,116,105,111,110,110,97,115,115,101,110,116,0,0,0,0,0,0,0
agitez,3,6,97,103,105,116,101,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autorisaient,3,12,97,117,116,111,114,105,115,97,105,101,110,116,0,0,0,0,0,0,0,0
mécompteras,3,11,109,233,99,111,109,112,116,101,114,97,115,0,0,0,0,0,0,0,0,0
sertîmes,3,8,115,101,114,116,238,109,101,115,0,0,0,0,0,0,0,0,0,0,0,0
exultantes,3,10,101,120,117,108,116,97,110,116,101,115,0,0,0,0,0,0,0,0,0,0
fagoterons,3,10,102,97,103,111,116,101,114,111,110,115,0,0,0,0,0,0,0,0,0,0
craquelez-vous,3,14,99,114,97,113,117,101,108,101,122,45,118,111,117,115,0,0,0,0,0,0
jonchèrent,3,10,106,111,110,99,104,232,114,101,110,116,0,0,0,0,0,0,0,0,0,0
nickellerai,3,11,110,105,99,107,101,108,108,101,114,97,105,0,0,0,0,0,0,0,0,0
engainerais,3,11,101,110,103,97,105,110,101,114,97,105,115,0,0,0,0,0,0,0,0,0
créent,3,6,99,114,233,101,110,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
